cur_id,language,sentence,word,complexity
2209,english,"Bmp2 is first expressed in the limb mesenchyme at embryonic day (E)10.5 in the mouse (Figure 1A, asterisk).",limb,0.3125
2210,english,"Ectopic NT-3 supplied using osmotic pumps and adenovirus-mediated expression induce sensory axon growth during regeneration (Zhang et al. 1998, Bradbury et al. 1999, Oudega et al. 1999, Ramer et al. 2002), and induce axonal plasticity of corticospinal axons in injured adult spinal cord (Zhou et al. 2003), where the sprouting axons from the intact site cross the midline towards the NT-3 source on the lesion side of the spinal cord.",side,0.15625
2211,english,"In contrast, transgene suppression prevented the growth of individual deposits apparent in untreated mice, and limited the surrounding pathology to what was already present when treatment began.",treatment,0.1833333333333333
2212,english,"Moreover, both types of amyloid, diffuse and fibrillar, remained intact throughout treatment.",treatment,0.1875
2213,english,The phenotype of these patients is heterogeneous and treatment with a wide range of thiamin doses has produced limited success [1].,treatment,0.2236842105263157
2214,english,"Under cold challenge conditions, however, MCAD-/- mice were unable to maintain body temperature.",challenge,0.075
2215,english,These findings identify Sam68 as the first RNA binding protein to regulate mesenchymal cell differentiation and the challenge will be to identify the specific RNA targets that it regulates during this process.,challenge,0.2647058823529411
2216,english,"However, the identification in recent years of XP complementation group D patients with atypical disease presentation, including symptoms of both XP and TTD [8], casts doubt on the ability of such a monoallelic paradigm to explain clinical heterogeneity in compound heterozygotes.",symptoms,0.075
2217,english,"As well as colorectal polyps, these individuals can develop extracolonic symptoms, among which are upper gastrointestinal tract polyps, congenital hypertrophy of the retinal pigment epithelium, desmoid tumors, disorders of the maxillary and skeletal bones, and dental abnormalities [6].",symptoms,0.0999999999999999
2218,english,The phenotypic behavior of homozygous mouse pups resembles symptoms seen in newborn classic MSUD patients.,symptoms,0.265625
2219,english,"In fact, levels of PBS-soluble Aβ40 and Aβ42 in the 6 mo + 3 mo and 6 mo + 6 mo treated cohorts were most similar to that of the 9 mo untreated cohort, suggesting that age, as opposed to synthetic rate (which would be negligible in the treated animals), may determine the fraction of PBS-soluble Aβ in these animals.",levels,0.075
2220,english,"Because of the central role of the liver in amino acid metabolism and moderate/high levels of BCKDH activity in human liver [10-12], a few cases of MSUD have recently been treated by liver transplantation [13-16].",levels,0.2222222222222222
2221,english,"We show that individual olfactory receptor genes can have vastly different expression levels, an intriguing finding in light of the unusual one-neuron one-gene transcriptional regime of the olfactory epithelium.",levels,0.2604166666666666
2222,english,"Interestingly, plasma triglyceride levels of the Abcg8-/- mice were slightly higher than wild-type animals and this increased triglyceride is carried in the LDL fraction range, as measured by FPLC.",levels,0.28125
2223,english,"Another prediction, based upon the enzyme and mRNA levels in knockout mice, is that if these mice are placed on a high cholesterol/high sitosterol diet, they may show significant accumulation of both sterols in the body.",levels,0.3166666666666666
2224,english,"Reversal learning can be conceptualized as the ability to recognize an unexpected consequence to a previously established associative learning rule and then alter response strategies accordingly [17,18].",rule,0.075
2225,english,Over a decade ago the amyloid cascade hypothesis predicted that increased levels of amyloid-β (Aβ) peptide lead to secondary pathologies that ultimately culminate in the onset of Alzheimer disease (AD) [1].,lead,0.075
2226,english,CA = chronic arthritis; CIA = collagen-induced arthritis; CV = coefficiant of variation; GO = Gene Ontology; LN = lymph node; LOD = logarithm of the odds; MAPK = mitogen-activated protein kinase; NC = naive control; OA = onset of arthritis; PI = post-immunisation; QTG = quantitative trait gene; QTL = quantitative trait loci; RA = rheumatoid arthritis.,odds,0.075
2227,english,Mechanisms such as chromosomal remodeling that restrict or expand access to certain target genes [34] or activation by cofactors responsible for changing the action of particular transcription factors [35] could represent possible mechanisms by which the downstream transcriptional profile of a transcription factor could be temporally shifted towards the selection and control of distinct target genes.,action,0.125
2228,english,Further experiments will be required to define the molecular mechanism of FGF9 and WNT4 action.,action,0.2333333333333333
2229,english,"Using this fusion protein, our experiments demonstrate a profound change in the action of ETS signaling at the level of transcriptional regulation within post-mitotic DRG neurons over time.",action,0.234375
2230,english,"Recent experiments addressing the temporal constraints of transcription factor action in proliferating neural progenitor cells adds to the idea that defined temporal windows, during which transcription factors act to control distinct downstream target genes, are of key importance to neuronal fate acquisition.",action,0.2763157894736842
2231,english,Many studies support the view that cells in the undifferentiated gonad are bipotential; the supporting cell precursor lineage can develop into follicle cells or Sertoli cells.,view,0.075
2232,english,The authors declare that they have no competing interests.,interests,0.075
2233,english,JC assisted with dynamic bile collection and mouse surgery.,surgery,0.075
2234,english,The involvement of target-derived signals in induction of ETS transcription factor expression raises the question of the necessity for the observed delay in the onset of ETS signaling for neuronal maturation.,question,0.173076923076923
2235,english,"To examine motor learning ability in ADAM11-deficient mice in detail, we will need to use other cerebellar-dependent learning tasks, such as a classical eyelid conditioning test.",test,0.075
2236,english,"Since even the most advanced future pharmaceutical agents are unlikely to attain more complete control of Aβ production than achieved here, this system provides a salient test of therapeutic intervention with Aβ-lowering compounds.",test,0.1617647058823529
2237,english,"In the rotating rod test in this study, although the retention time of ADAM11-deficient mice on the rod was not different from wild-type mice at 0 rpm (stationary), ADAM11-deficient mice fell more quickly from the rod than wild-type mice at 5, 10 and 15 rpm.",test,0.2794117647058823
2238,english,"To ensure that the transgene could be suppressed as rapidly in 6-mo-old mice with fulminant pathology as it can in young, predeposit animals, we treated an additional set of 6-mo-old animals with dox for 1 wk prior to harvest.",set,0.075
2239,english,BMP family members are now known to play an extremely diverse set of roles in a wide variety of developmental processes [4].,set,0.0999999999999999
2240,english,"Coordination of a set of subactivities including nucleotide binding, DNA binding and ATP hydrolysis is required for unwinding of duplex DNA (1,2).",set,0.125
2241,english,"Using this approach, several studies have independently shown that the NC-specific deletion of the Tgfbr2 gene leads to a distinct set of calvarial, facial and cardiac defects [8,9,20,29].",set,0.265625
2242,english,"The specific interaction of RanBP2 with a diverse set of partners likely reflects a pleiotropic role of RanBP2 in cell function, possibly through the integration of multiple pathways.",set,0.3181818181818182
2243,english,"However, mitochondrial respiratory rates were diminished.",rates,0.075
2244,english,"For example, there is a higher failure rate for meiosis in females, with human oocyte aneuploidy rates up to 25% versus about 2% in human sperm [3], and this may indicate that the checkpoints controlling and monitoring the events of meiotic progression in males are more stringent.",rates,0.1323529411764705
2245,english,"The retention time of synaptotagmin (Syt) IV-deficient mice on the rod was significantly shorter than wild-type mice, and they improved it approximately to the same rates as did wild-type mice during rotating rod performance [34].",rates,0.15
2246,english,"Both PGC-1α-deficient lines exhibit cold intolerance, reduced hepatocyte respiration rates, and neurologic lesions.",rates,0.15
2247,english,"Recently, Kosters et al. reported that Abcg5/Abcg8 mRNA expression in a variety of different mouse strains correlated with biliary cholesterol secretion rates [30].",rates,0.2333333333333333
2248,english,Another possible explanation is that the premature death in first 2 weeks of life is caused by the dysfunction of the autonomic nervous system.,life,0.15
2249,english,"Although overt neurologic dysfunction was not apparent in PGC-1α−/− mice during the first 6 mo of life (no group differences were found on five of six sensorimotor tests), the PGC-1α−/− mice showed clear deficits on the inverted screen test.",life,0.2105263157894736
2250,english,"In conclusion, we have found that sensitivity to the bitter-tasting substance quinine, as assayed by a taste specific brief-access test, is a polygenic trait in mice.",conclusion,0.0833333333333333
2251,english,The first conclusion from the present paper is that multiparity does not negatively influence the incidence or severity of CIA induced later in life (Table 2).,conclusion,0.0999999999999999
2252,english,"However, expression of Sertoli cell markers was not previously detected in these mutants during fetal stages [     8,     29], leading to the conclusion that      Wnt4 was not involved in primary sex determination in the gonad.",conclusion,0.2
2253,english,"In conclusion, the mammalian Pygo2 gene is required for normal branching morphogenesis of the ureteric bud, with mutants showing dilated tips and reduced numbers of tips.",conclusion,0.2333333333333333
2254,english,"This conclusion is consistent with the finding that severely reduced levels of huntingtin, from a hypomorphic Hdh allele, lead to abnormal brains later in embryonic development [15].",conclusion,0.2666666666666667
2255,english,"Although calpain activity was first identified four decades ago, a clear understanding of the substrates and functions of the enzymes has remained elusive.",decades,0.0833333333333333
2256,english,"Human germline mutations in APC cause FAP [4,5], which is characterized by hundreds of adenomatous colorectal polyps, with an almost inevitable progression to colorectal cancer in the third and fourth decades of life.",decades,0.2352941176470588
2257,english,"Other studies have dealt with similar problems by excluding animals that do not show adequate attention to the task, retaining only those mice that meet certain performance criteria [30].",performance,0.0833333333333333
2258,english,"The retention time of synaptotagmin (Syt) IV-deficient mice on the rod was significantly shorter than wild-type mice, and they improved it approximately to the same rates as did wild-type mice during rotating rod performance [34].",performance,0.1964285714285714
2259,english,Both Hirano silver stain and ubiquitin immunostaining showed neuritic pathology in all treatment groups (Figure 6).,groups,0.0833333333333333
2260,english,"The overall incidence of MSUD in the general population is 1:185,000 [1], and in certain population groups, such as Mennonites of Pennsylvania, the incidence is estimated to be as high as 1:176 [2].",groups,0.1875
2261,english,Such a transition state in the acquisition of a defined neuronal fate would be accompanied by the induction of appropriate transcriptional programs through the expression of specific transcription factors.,fate,0.0833333333333333
2262,english,"This highly regulated process prevents the release of potentially noxious or immunogenic intracellular materials and constitutes the fate of most dying cells throughout the lifespan of an organism [4,5].",fate,0.21875
2263,english,"The fate of the nucleic acid-containing cells in the posterior capsular region of younger lenses is not known at this time, nor is the morphology of earlier stage lenses.",fate,0.25
2264,english,"While several transcriptional regulatory proteins have been associated with cell fate determination of bone marrow mesenchymal cells, including peroxisome proliferator–activated receptor γ (PPARγ) and KLF5 [25–30], the role of RNA binding proteins in this process remains unknown.",fate,0.3088235294117647
2265,english,An understanding and recognition of the significance of specific disease-associated polymorphisms/mutations in the context of sex is therefore of critical clinical importance.,importance,0.0833333333333333
2266,english,Wnt signaling is of critical importance in several stages of kidney development.,importance,0.1470588235294117
2267,english,"Despite the importance of articular cartilage in joint health and mobility, little is known about the factors that create and maintain it in thin layers at the ends of long bones.",importance,0.2833333333333333
2268,english,"A major hurdle in developing new treatments for MSUD has been the lack of a practical, accurate animal model of the disease.",treatments,0.0833333333333333
2269,english,"In addition to testing various treatments, these models should also be very useful for investigating the underlying pathophysiologic consequences of the disease.",treatments,0.2142857142857143
2270,english,The second line of evidence derives from a comparison of the expression pattern of many type I genes in rd7 and Nrl-/- mutant backgrounds.,evidence,0.0833333333333333
2271,english,Resident microglia in transgenic mouse models localize to tissue surrounding plaques but show little evidence of amyloid engulfment [37–40].,evidence,0.125
2272,english,Strong supportive evidence for this was provided by the analysis of the C57BL/6 mice congenic for this 129 region.,evidence,0.15
2273,english,"Third, we found evidence for an age-related increase in body fat in PGC-1α-/- mice (females earlier than males), whereas Lin et al. identified a male-specific resistance to diet-induced obesity and insulin resistance.",evidence,0.1666666666666666
2274,english,"This conclusion is consistent with the evidence from human ESCS patients indicating a markedly reduced rod system and a lack of measurable rhodopsin by reflection densitometry [1,2,10,11].",evidence,0.1964285714285714
2275,english,It is conceivable that pendrin dysfunction favors changes in the expression levels of proteins that are critical for the maintenance of the hearing function.,hearing,0.0833333333333333
2276,english,The time period between PD 7 and 15 is the time when the endocochlear potential develops at the onset of hearing [22].,hearing,0.3
2277,english,Previous work using human patients and genetically altered mice has identified some modifier genes and have advanced our understanding of CF pathophysiology [4].,understanding,0.1666666666666666
2278,english,An understanding and recognition of the significance of specific disease-associated polymorphisms/mutations in the context of sex is therefore of critical clinical importance.,understanding,0.1833333333333333
2279,english,"Since LCA is a clinically and genetically heterogeneous disorder, additional mouse models are in order to allow a full understanding of the many ways in which photoreceptor development can go awry.",understanding,0.2222222222222222
2280,english,These progressive changes in oxidative capacity in conjunction with eventual changes in type I muscle fiber lead to a dramatically improved exercise profile and protection against obesity.,protection,0.0833333333333333
2281,english,"While this small fraction of protein may not be detectable by immunofluorescence, Western blotting shows that some mutant protein does progress beyond the ER (35-45 kDa species in Figure 3A).",fraction,0.0833333333333333
2282,english,"AlphaB was found to be expressed at significant levels in a variety of nonlenticular tissues, while alphaA has only been detected in small amounts in a few other tissues such as retina, spleen and thymus [8-12].",variety,0.0833333333333333
2283,english,"Studies of X-chromosome inactivation in carrier females have demonstrated preferential inactivation of the chromosome bearing the abnormal allele in a variety of tissues [2], and this skewing of X-inactivation is thought to explain the mild phenotype observed in carriers.",variety,0.1071428571428571
2284,english,BMP family members are now known to play an extremely diverse set of roles in a wide variety of developmental processes [4].,variety,0.2361111111111111
2285,english,"Expression studies demonstrated the distribution of Annexin A7 in a wide variety of tissues and cells mainly enriched in the cytosol in close association with membranous structures, but it was also described in the nucleus of adrenal chromaffin cells [4].",variety,0.25
2286,english,"Research on calpains has linked them with a wide variety of functions including muscle growth, development, degeneration (3), neuronal growth and neurodegeneration [4], cell cycle progression [5,6], signal cascades triggered by integrins and growth factors [7], membrane protrusion [8], remodeling of the cytoskeleton and cell migration [9-15], and regulation of cell death via both necrosis and apoptosis [16-22].",variety,0.265625
2287,english,"To test these hypotheses, transcription factor recognition sites common to the regulatory regions of the above correlated gene pairs were identified through in silico DNA sequence analysis, and their transcript abundance measured simultaneously with an expanded group of ten antioxidant and six DNA repair genes.",pairs,0.0833333333333333
2288,english,These two reporters can also be used to create pairs of donors and acceptors for in vivo fluorescence energy transfer (FRET) [15].,pairs,0.2941176470588235
2289,english,"Design of inhibitors specific for CLN2 should incorporate the features that have been proven to be important for the related enzymes, such as the placement of an aldehyde functionality capable of making covalent interactions with the catalytic serine, or the utilization of chloromethyl ketone for the same purpose.",Design,0.0833333333333333
2290,english,"In addition to BMP2 and BMP7, a third member of this family that is closely related to BMP2, BMP4, is also expressed in the early limb bud.",family,0.0833333333333333
2291,english,"Originally, E2f1 was considered the primary pro-apoptotic member of the family [10].",family,0.1470588235294117
2292,english,"While similarity-based genome annotation is a good initial method to identify genes and predict their function, in some cases it can be misleading, as genes of similar sequence can carry out different functions and be expressed in different tissues (for example, the sugar transporter gene family [7]).",family,0.15
2293,english,ADAM (A Disintegrin And Metalloprotease) is a family of membrane-spanning multi-domain proteins containing a metalloproteinase-like domain and a disintegrin-like domain.,family,0.175
2294,english,TIF1β has been shown to act as a corepressor for the large family of Krüppel-associated box (KRAB) domain zinc-finger transcription factors (Friedman et al. 1996; Abrink et al. 2001).,family,0.2352941176470588
2295,english,"Reinforcement-mediated associative learning, or the ability to ascribe deterministic relationships between environmental stimuli that signal the probability of receiving a primary reinforcer (e.g. food), has been divided into 3 components or stages [1].",relationships,0.0833333333333333
2296,english,"The adaptive significance of such a change, if any, is unknown, and it may simply be due to relaxation of selective pressure for night vision in this strictly diurnal species.",night,0.0892857142857143
2297,english,"A simple bud-like structure initiates the formation of many organs, including lungs, spinal cord, mammary glands, and hair follicles [1].",lungs,0.09375
2298,english,"Total sterols and cholesterol in Dhcr7-/- embryonic lungs (as well as in brain and liver, data not shown) were reduced and 7DHC/8DHC elevated, but a significant amount of cholesterol was detectable, comprising ~60% and ~30% of total tissue sterols at E13.5 and neonate, respectively.",lungs,0.2142857142857143
2299,english,"By this stage, cholesterol levels were already lower and its immediate precursor, 7-DHC, elevated in the lungs (this study) as well as in the whole body [16,17].",lungs,0.2333333333333333
2300,english,Loss or damage to articular cartilage is a hallmark of arthritic diseases and is one of the most common reasons that both young and old adults seek medical care.,damage,0.09375
2301,english,"However, the development of safe and effective secretase inhibitors will ultimately be required to determine whether the human brain has the capacity to repair amyloid-associated damage of AD once the progression of pathology is arrested.",damage,0.1333333333333333
2302,english,Several proteins that interact with RAD51 are thought to 'mediate' assembly of RAD51 at sites of DNA damage (reviewed in [30]).,damage,0.1785714285714285
2303,english,"In addition to meiosis-specific proteins, these include factors that play roles in DNA damage signaling in mitotic cells [6–10].",damage,0.1923076923076923
2304,english,"For example, a QTL for PROP avoidance has been suggested on chromosome 7 [16], and we observe a suggestive QTL for quinine taste on chromosome 8 (Figure 2); in neither case are Tas2rs found at these loci (data not shown).",avoidance,0.09375
2305,english,We present a strategy to search candidate genes for small-effect QTL.,candidate,0.09375
2306,english,Twenty-one genes were identified as potential candidate genes for six of the eight small-effect QTL according to their gene expression patterns during CIA and their genomic locations.,candidate,0.1833333333333333
2307,english,"To identify the small-effect QTL of CIA as well as the potential candidate genes inside them, we investigated CIA genetically susceptible and resistant strains at both the genome and transcriptome levels.",candidate,0.25
2308,english,"Therefore, we have presented a strategy to identify small-effect QTL and search for potential candidate genes within them.",candidate,0.25
2309,english,"Our olfactory receptor EST collection provides 5' untranslated region (UTR) sequences for many genes and, therefore, a large dataset of candidate promoter regions.",candidate,0.2934782608695652
2310,english,"Notably, A. thaliana does not appear to have a meiotic checkpoint activity that eliminates mutant meiocytes in a manner analogous to organisms such as mice, budding yeast, and female Drosophila [11,57], and mammalian TRIP13 is more similar to Arabidopsis PCH2 than the fly or worm proteins (Figures 1A and S1).",fly,0.0999999999999999
2311,english,"With the completion of the genome sequencing projects of human, mouse, rat, fruit fly and nematodes, we are now in a position to ask fundamental questions in regard to how genes interact in the context of the whole organism.",fly,0.0999999999999999
2312,english,"At 54 wk, these cells in the alphaA/BKO lenses were larger in cross sectional diameter than wild type, and exhibited a much greater variation in the cross sectional size and cell shape.",shape,0.0999999999999999
2313,english,The lack of cellar organization and uniform cell shape at the equatorial region observed in alphaA/BKO lenses supports this hypothesis.,shape,0.15
2314,english,Ca2+ also induces a transbilayer phospholipid redistribution inducing a shape change of red blood cells [51].,shape,0.1833333333333333
2315,english,"The addition of exogenous alpha-crystallin to primary bovine lens epithelium was shown to induce rapid changes in cell shape, leading to the formation of lentoid bodies [21].",shape,0.2941176470588235
2316,english,The reasons for the interesting differences between the two PGC-1α-deficient mouse lines are not clear.,reasons,0.0999999999999999
2317,english,"Such studies are very difficult/impossible to do in human patients for obvious ethical reasons, and often must rely on autopsy tissue.",reasons,0.1527777777777778
2318,english,"These qualitiesalso make human ES cells attractive sources for cell transplantation therapy to treat various diseases, including spinal cord injuries and juvenile diabetes.",therapy,0.0999999999999999
2319,english,Long-term treatments would certainly be possible and could be a key to effective therapy.,therapy,0.1785714285714285
2320,english,One aim of using animal models for complex diseases is to detect the genetic basis of these diseases.,aim,0.25
2321,english,The Src tyrosine kinase was shown to play a role in bone remodeling when Src-/- mice died at 6 months of age with an osteopetrotic phenotype [48] and the defect was attributed to defective osteoclast function [55-59].,months,0.0999999999999999
2322,english,"The expression profiles of wild-type and Nrl KO retinas at P2, P10 and 2 months were analyzed and mr-s was not included in 161 differentially expressed genes in the Nrl KO retina.",months,0.328125
2323,english,The involvement of target-derived signals in induction of ETS transcription factor expression raises the question of the necessity for the observed delay in the onset of ETS signaling for neuronal maturation.,delay,0.0999999999999999
2324,english,"Higher pro-myelinating Schwann cell density and marked delay in myelin formation indicate that ADAM22 plays an important role in Schwann cell differentiation, but not in proliferation.",delay,0.2166666666666666
2325,english,"It is less clear whether loss of Fog2 results in a global branching defect, as Fog2 lungs appear to have a slight developmental delay, which could result from many causes.",delay,0.25
2326,english,"These observations argue that membrane trafficking defects do not result from excessive subunit c accumulation compromising the lysosome, but rather are early events in the disease process preceding subunit c accumulation.",events,0.0999999999999999
2327,english,"The differentiation of sensory neurons of dorsal root ganglia (DRG) has been studied extensively with respect to inductive events that specify neuronal fate [2,3], as well as the involvement of late target-derived neurotrophic factors in the control of neuronal survival [4].",events,0.2142857142857143
2328,english,"Interestingly, this phenotype was only evident during a rather narrow window of postnatal life.",window,0.0999999999999999
2329,english,The nature of the synapsis checkpoint in male mice remains unidentified.,nature,0.0999999999999999
2330,english,"While our knowledge of the assembly and nature of recombination machinery is extensive, little is known about the disassembly of recombination intermediates, recruitment of DNA replication machinery during recombinational repair, and how the choice between different repair pathways is made.",nature,0.203125
2331,english,"Given the elaborate nature of the RAD51–BRCA2 interaction, it seems somewhat unlikely that the only role of BRCA2 in promoting recombination is to serve as a specific nuclear transporter of RAD51.",nature,0.2647058823529411
2332,english,The overlapping nature of our MMU2 strains allowed us to parse the chromosome into five regions (Regions I–V) (Figure 2).,nature,0.3620689655172413
2333,english,We assume that ADAM22 partially modulates integrin-mediated signals or is involved at a later stage of myelin formation.,stage,0.0999999999999999
2334,english,"As all prior reported manipulations of the BMP pathway during skeletal development either result in a block at the first stage of chondrogenesis or allow complete skeletal formation, this is the first demonstration of a requirement for BMP activity in osteogenic differentiation.",stage,0.1538461538461538
2335,english,"They represent only 10% of E4 embryos obtained from Chaf1a+/− mice intercrosses, suggesting that more than half of the homozygous mutant embryos had degenerated before this stage.",stage,0.2166666666666666
2336,english,"An independently derived Capn4 knockout, involving a more extensive deletion of the gene, resulted in an earlier embryonic lethality, apparently at a pre-implantation stage [32].",stage,0.25
2337,english,"In many organisms, including S. cerevisiae, Drosophila melanogaster, C. elegans, and mice [1–4], meiocytes with defects in recombination and/or chromosome synapsis trigger meiotic arrest in the pachytene stage of meiotic prophase I.",stage,0.34375
2338,english,The interaction of olfactory (or odorant) receptors with their odorant ligands is the first step in a signal transduction pathway that results in the perception of smell.,perception,0.0999999999999999
2339,english,"Prior to the 1990's, alpha-crystallin was thought to be a structural protein whose major cellular function was to produce a dense solution necessary for the refraction of light in the lens.",light,0.0999999999999999
2340,english,"In light of these newer findings, our intermediate MSUD mouse provides a model to test the effect of thiamin with respect to BCKDH activity and blood amino acid levels at the level of the whole animal.",light,0.125
2341,english,"With the normal time of eye opening at approximately 14 days after birth, the 5 wk old mice had their eyes open and lenses exposed to light for only about 3 weeks prior to morphological analysis.",light,0.1333333333333333
2342,english,"In light of the observation that the      Wnt4     −/− XX gonad does not increase significantly in size (     Figure 6), it is possible that the FGF9/SOX9-expressing population did not reach a critical threshold.",light,0.2058823529411764
2343,english,One striking observation of this study is that precocious induction of ETS signaling promotes neuronal survival without a requirement for neurotrophic support and in complete absence of Trk receptor expression.,support,0.2142857142857143
2344,english,"In support of this, AQP2-F204V can interact with wild-type AQP2 (Figure 5B), and when coexpressed with wild-type protein, AQP2-F204V can reach the cell surface (Figure 5C bottom right panel and 5D).",support,0.2205882352941176
2345,english,"Two dox-treated groups were compared to two untreated groups: one group of mice was born and raised on dox, a second group was treated with dox for 2 wk starting at 1 mo of age (4 wk + 2 wk dox); two untreated groups kept on normal chow were harvested at either 4 or 6 wk of age.",mice,0.0999999999999999
2346,english,"Embryonic stem (ES) cells were first derived from the blastocysts of mice in 1981 [1,2] and humans in 1998 [3].",mice,0.125
2347,english,"Compared to the levels in untreated 4-wk-old mice, PBS-soluble Aβ42 dropped by 95.2% following 2 wk of dox treatment and by 99.2% with chronic treatment (Figure 2A).",mice,0.15625
2348,english,"Consistent with this hypothesis, strong activation of microglia through transgenic expression of TGFβ [58] or central injection of lipopolysaccharide [59,60] can by itself substantially reduce plaque burden in APP transgenic mice.",mice,0.203125
2349,english,Single transgenic mice up to 15 mo of age showed no sign of pathology (Figure S3).,mice,0.2166666666666666
2350,english,All of these findings raise many questions as to the possible role(s) of alpha-crystallin in the nucleus and in cell cycle regulation during differentiation.,questions,0.2236842105263157
2351,english,The observation of unequal expression leads to a number of questions.,questions,0.2352941176470588
2352,english,Supplementary data are available at NAR online.,online,0.1071428571428571
2353,english,"In lens epithelium derived from alphaAKO lenses, cell growth rates were reported to be 50% lower compared to wild type [31], suggesting a role for alphaA in regulating the cell cycle.",growth,0.1071428571428571
2354,english,The 2P unique region (Region I) contains an hg modifier with large effects on growth and smaller effects on obesity (Table 3).,growth,0.2321428571428571
2355,english,"Our results support and refine the hypothesis, indicating that huntingtin is required for proper mesoderm patterning and for normal regional restriction of the expression of a subset of growth and transcription factors.",growth,0.234375
2356,english,"Complex traits, such as polygenic growth and obesity are influenced by the small to moderate direct effects of quantitative trait loci (QTL), epistasis between QTL alleles, environmental perturbations and QTL-environment interactions.",growth,0.3369565217391305
2357,english,"Through this process, it is also possible that deficits in RanBP2 cause a disturbance in the equilibrium between Cox11, HK1, and RanBP2 by leading to an increase of the inhibitory activity of Cox11 over HKI that promotes the uncoupling of the interaction of HKI from RanBP2, ultimately causing HKI degradation.",increase,0.109375
2358,english,"Third, we found evidence for an age-related increase in body fat in PGC-1α−/− mice (females earlier than males), whereas Lin et al. identified a male-specific resistance to diet-induced obesity and insulin resistance.",increase,0.173076923076923
2359,english,"Therefore, it appears that growth retardation caused by cholesterol deficiency was primarily because of an inhibition of cell growth and proliferation, rather than an increase in cell death.",increase,0.1911764705882352
2360,english,"Extraembryonic development in Hdhex4/5/Hdhex4/5 embryos is associated with mildly elevated levels expression of Hnf4 in the primitive endoderm and Pem in the lopsided anterior chorion but the expression of other known signals, such as Bmp4 from the extraembryonic ectoderm, and Dkk1 and Lefty1 from the AVE, appear to be normal, although the slight increase in Dkk-1 expression in Hdhex4/5/Hdhex4/5 embryos suggests that further investigation into Wnt signaling is warranted.",increase,0.3194444444444444
2361,english,"Consistent with this idea, genetic analysis of a number of meiotic regulatory genes in the mouse has demonstrated a much stronger requirement in males than in females [1,4].",idea,0.109375
2362,english,Further support for this idea has been provided by recent work in our lab showing widespread derepression of cone genes in the Notch1−/− retina (unpublished data).,idea,0.125
2363,english,These findings support the idea that FGF9 acts as the antagonist of      Wnt4.,idea,0.1805555555555555
2364,english,"Recent experiments addressing the temporal constraints of transcription factor action in proliferating neural progenitor cells adds to the idea that defined temporal windows, during which transcription factors act to control distinct downstream target genes, are of key importance to neuronal fate acquisition.",idea,0.2142857142857143
2365,english,"NT-3 is expressed in the ventral spinal cord, in the developing limb buds, and in intrafusal bag fibers of muscle spindles later in development (Copray and Brouwer 1994; Fariñas et al. 1996; Tojo et al. 1996).",muscle,0.109375
2366,english,"In addition to their expression in brain, both Annexin A7 isoforms have only been described in heart muscle and red blood cells [5-8].",muscle,0.2361111111111111
2367,english,"Is NT-3 only a chemotrophic survival factor for muscle sensory afferents, or does it have additional roles in the development of the proprioceptors and the establishment of the monosynaptic reflex arc?",muscle,0.25
2368,english,"Second, mitochondrial respiratory capacity is modestly but significantly altered in skeletal muscle and liver of PGC-1α−/− mice.",muscle,0.2833333333333333
2369,english,"PGC-1α is enriched in brown adipose tissue (BAT), heart, slow-twitch skeletal muscle, and kidney—all tissues with high-capacity mitochondrial systems.",muscle,0.3529411764705882
2370,english,"In one study, 12 distinct measures of Wnt signaling in Pygo mutants were performed, including analysis of leg, wing, and eye imaginal discs.",measures,0.359375
2371,english,"The defects that present in the pre- or perinatal period include Bochdalek hernia, diaphragmatic aplasia, and various degrees of muscularization defects or eventrations.",period,0.1111111111111111
2372,english,"Polymerization of the SAM domain has been previously reported to be essential for the repressive functions of ph and TEL [43,44].",functions,0.1111111111111111
2373,english,"Type IIb fibers have the lowest levels of mitochondrial content and oxidative enzymes, rely on glycolytic metabolism as a major energy source, and are susceptible to fatigue, while the oxidative and contraction functions of type IIa and IIx lie between type I and IIb (Booth and Thomason 1991; Berchtold et al. 2000; Olson and Williams 2000).",functions,0.2142857142857143
2374,english,"As alluded to earlier, a complicating problem for studying potential meiotic checkpoint genes in mice is that as in yeast, such genes often have mitotic functions (such as RAD24 [7]), and their ablation can cause lethality [42].",functions,0.25
2375,english,Our genetically modified mouse strain has the potential to be a useful and sensitive tools for detailed investigation of ADAM proteins' functions in the nervous system.,functions,0.2727272727272727
2376,english,"Clot formation and lysis, which ultimately determine thrombosis, requires platelet aggregation, coagulation, and fibrinolytic functions.",functions,0.2794117647058823
2377,english,"Further, we observed an apparent loss of tissue masses in areas that are normally occupied primarily by type I and II fibrocytes.",loss,0.1111111111111111
2378,english,"In one study using CF mice on different genetic backgrounds, a region on mouse chromosome 7 was shown to ameliorate intestinal blockage and the effect was in part due to a calcium-regulated Cl-channel which compensated for loss of CFTR function [16,17].",loss,0.2222222222222222
2379,english,"It is interesting that the SOX9 transcription factor continues to be expressed in mutant cartilage despite loss of Col2a1, a direct target of this transcription factor (Bell et al. 1997; Lefebvre et al. 1997).",loss,0.25
2380,english,Such selective loss in Brn3c null mutants would therefore indicate reduction of a specific neurotrophin in immature hair cells.,loss,0.2666666666666667
2381,english,"The loss of GLD-1 protein in Caenorhabditis elegans prevents the appearance of stem cells [35], and the absence of the KH domain protein HOW in Drosophila prevents muscle differentiation and results in flies with held-out-wings [36,37].",loss,0.296875
